Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,New Hidden Value,Time spend on explanation,"This programs swaps two values without the use of a third temporary variable, and is implemented using checkpoints (language 1). The swapping is implemented by three operations: X = X + Y then Y = X - Y and finally X = X - Y. That's it!The code depicted bellow contains one bug related to the swapping of the variables.Select the line containing this bug.",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error).,Time spent swap checkpoint,"A recap of the task based languageIn the task based language, a program needs to be initialized first, by including a header file and then by adding the following functions:ENTRY_TASK(name_of_first_task); //first task TASK(name_of_second_task); //second task ... TASK(name_of_Xth_task); //Xth task Then the programmer needs to define all variables as global ones by invokingSHARED(type1 variable 1, type2 variable 2, ...); Then, the programmer needs to define each task, in the following fashion:TASK(name_of_a_task) {    SET(y,3); //initialize y to y = 3    SET(x, GET(y)); //assign new value to x by using protected value y    return name_of_a_new_task_to_which_this_task_connects_to; }The Problem This programs swaps two values without the use of a third temporary variable, and is implemented using tasks (language 2). The swapping is implemented by three operations: X = X + Y then Y = X - Y and finally X = X - Y. That's it! The code depicted bellow contains one bug related to the swapping of the variables.Which line contains an error?  ",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error)..1,Time spent swap task,This program performs a Bubble sort and makes use of checkpoints (language 1). The goal of the program is to sort an array of integers.Quick recap on Bubble sort Source: https://en.wikipedia.org/wiki/Bubble_sort The code depicted bellow contains one bug related to the operation of the Bubble sort algorithm. Select the line containing this bug.,Write a correct statement for the line that you think contains the bug. Please use C syntax only (no sentences describing what is the error).,Time spent bubble sort checkpoint,"A recap of the task based languageIn the task based language, a program needs to be initialized first, by including a header file and then by adding the following functions:ENTRY_TASK(name_of_first_task); //first task TASK(name_of_second_task); //second task ... TASK(name_of_Xth_task); //Xth task Then the programmer needs to define all variables as global ones by invokingSHARED(type1 variable 1, type2 variable 2, ...); Then, the programmer needs to define each task, in the following fashion:TASK(name_of_a_task) {    SET(y,3); //initialize y to y = 3    SET(x, GET(y)); //assign new value to x by using protected value y    return name_of_a_new_task_to_which_this_task_connects_to; }The Problem Copy of This program performs a Bubble sort and makes use of tasks (language 2). The goal of the program is to sort an array of integers.Quick recap on Bubble sort Source: https://en.wikipedia.org/wiki/Bubble_sort The code depicted bellow contains one bug related to the operation of the Bubble sort algorithm.Select the line containing this bug.",Write a correct statement for the line that you think contains the bug. Please use C syntax only (no sentences describing what is the error)..1,Time spent bubble sort task,"This is a program that makes use of time to make decisions. Keeping track of time across power failures is hard, because the time values resets to zero after every power failure. Modern runtimes handle this by using capacitive timekeepers. For the below code, assume the runtime handles timekeeping. In this program, we want to read the temperature, and convert it to Fahrenheit if it is not expired. Otherwise we set the temperature to 32. The code depicted bellow contains one bug compared to the description above.Select the line containing this bug.",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error)..2,Time spent time based checkpoint,"A recap of the task based languageIn the task based language, a program needs to be initialized first, by including a header file and then by adding the following functions:ENTRY_TASK(name_of_first_task); //first task TASK(name_of_second_task); //second task ... TASK(name_of_Xth_task); //Xth task Then the programmer needs to define all variables as global ones by invokingSHARED(type1 variable 1, type2 variable 2, ...); Then, the programmer needs to define each task, in the following fashion:TASK(name_of_a_task) {    SET(y,3); //initialize y to y = 3    SET(x, GET(y)); //assign new value to x by using protected value y    return name_of_a_new_task_to_which_this_task_connects_to; }The ProblemThis is a program that makes use of time to make decisions. Keeping track of time across power failures is hard, because the time values resets to zero after every power failure. Modern runtimes handle this by using capacitive timekeepers. For the below code, assume the runtime handles timekeeping. In this program, we want to read the temperature, and convert it to Fahrenheit if it is not expired. Otherwise we set the temperature to 32.  The code depicted bellow contains one bug according to the description above.Select the line containing this bug.  ",Write a correct statement for the line that you think contains a bug. Please use C syntax only (no sentences describing what is the error)..3,Time spent time based task,"Language 1 (checkpoints):Knowing Language 1 and Language 2, I think programming with this language would be difficult.","Language 2 (tasks):Knowing Language 1 and Language 2, I think programming with this language would be difficult.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think programming with this language would be easy.","Language 2 (tasks):Knowing Language 1 and Language 2, I think programming with this language would be easy.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think the programming model is intuitive.","Language 2 (tasks):Knowing Language 1 and Language 2, I think the programming model is intuitive.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think the programming model is complete.","Language 2 (tasks):Knowing Language 1 and Language 2, I think the programming model is complete.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is flexible.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is flexible.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is concise.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is concise.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model could be used for a variety of  applications, like greenhouse monitoring, activity tracking, or signal processing.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model could be used for a variety of  applications, like greenhouse monitoring, activity tracking, or signal processing.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think the programming model; including syntax, keywords, and control flow, is easy to understand.","Language 2 (tasks):Knowing Language 1 and Language 2, I think the programming model; including syntax, keywords, and control flow, is easy to understand.","Language 1 (checkpoints):Knowing Language 1 and Language 2, If I had to implement the program that implements sense() -> compute() -> transmit() from scratch (in this programming model), I don't think it would take me very long.","Language 2 (tasks):Knowing Language 1 and Language 2, If I had to implement the program that implements sense() -> compute() -> transmit() from scratch (in this programming model), I don't think it would take me very long.","Language 1 (checkpoints):Knowing Language 1 and Language 2, If I had the choice, I would use this programming model for my own projects in Intermittently Powered Computing.","Language 2 (tasks):Knowing Language 1 and Language 2, If I had the choice, I would use this programming model for my own projects in Intermittently Powered Computing.","Language 1 (checkpoints):Knowing Language 1 and Language 2, If I had to teach a new student how to program Intermittently Powered Systems, I would use this language.","Language 2 (tasks):Knowing Language 1 and Language 2, If I had to teach a new student how to program Intermittently Powered Systems, I would use this language.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than Python, Ruby, or JavaScript.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than Python, Ruby, or JavaScript.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than JAVA / C# / C++.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than JAVA / C# / C++.","Language 1 (checkpoints):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than ANSI C.","Language 2 (tasks):Knowing Language 1 and Language 2, I think this programming model is easier to grasp than ANSI C.","Language 1 (checkpoints):Knowing Language 1 and Language 2, It was easy to convey my intentions with this programming model.","Language 2 (tasks):Knowing Language 1 and Language 2, It was easy to convey my intentions with this programming model.",Time spend on difficulty,Formal electrical engineering education (university-level):How many years did you spend on any of these topics:,Formal computer science education (university-level):How many years did you spend on any of these topics:,Programming language experience:How many years did you spend on any of these topics:,Practical embedded systems design:How many years did you spend on any of these topics:,"C programming language:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Programming languages other than C:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Electronics:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Energy harvesting technologies:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Embedded systems:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Embedded systems powered by energy harvesting technologies:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is","Embedded systems powered intermittently:Please self-assess yourself on the following question: ""Compared to others with similar background, age and education my knowledge of [XYZ] is"", where [XYZ] is",My programming language of choice is,"I am a""",My age is,Time spend on skills,Confirmation code
130,2019-01-07 02:32:38,"Jan 7, 2019 3:41:18 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,454,1587,Line 9,a = a - b,27,Line 25,"SET(a, GET(a) - GET(b));",240,Line 16,for(i = 0; i < size-1; i++),1250,Line 48,return task_array_loop_incr;,137,Line 15,c = a,36,Line 31,"SET(c, GET(a))",179,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly agree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Disagree,Neither agree or disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,134,none,more than 5 years,more than 5 years,none,Above average,Above average,Average,Below average,Average,Below average,Below average,Java,Man,37,52,
132,2019-01-07 03:05:28,"Jan 7, 2019 3:28:37 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,5,71,Line 9,a = a - b,26,Line 25,"SET(a, GET(a) - GET(b));",157,Line 16,for(i=0; i< size-1; iu++),128,Line 54,"SET(tmp, GET(arr[j]);",375,Line 15,c = a;,61,Line 31,"SET(c, GET(a));",194,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Neither agree or disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree or disagree,Strongly agree,Disagree,Strongly agree,Neither agree or disagree,Agree,Disagree,Agree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Agree,Disagree,145,none,more than 5 years,more than 5 years,more than 5 years,Above average,Above average,Average,Slightly below average,Slightly above average,Slightly below average,Slightly below average,Scala,Man,41,64,
134,2019-01-07 05:23:32,"Jan 7, 2019 5:51:13 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,488,150,Line 9,a = a - b;,24,Line 25,"SET(a, GET(a) - GET(b));",67,Line 16,for (i = 0; i < size - 1; i++),168,Line 48,return task_array_loop_incr;,222,Line 15,c = a;,39,Line 31,"SET(c, a);",302,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,146,none,more than 5 years,more than 5 years,2 years,Slightly above average,Above average,Below average,Below average,Slightly below average,Below average,Below average,Java,Man,33,39,
137,2019-01-07 07:06:39,"Jan 7, 2019 7:40:54 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,4,253,Line 9,a=a-b;,44,Line 25,"SET(a, GET(a) - GET(b));",236,Line 16,for (i = 0;  i < size-1; i++),144,Line 48,return task_array_loop_incr,524,Line 5,c = a;,191,Line 31,"SET(c, GET(a));",130,Disagree,Agree,Agree,Disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Neither agree or disagree,Disagree,Disagree,Strongly disagree,Neither agree or disagree,Disagree,223,more than 5 years,2 years,3 years,2 years,Average,Average,Average,Slightly below average,Slightly above average,Slightly above average,Slightly above average,Java,Man,18,268,
140,2019-01-07 07:51:41,"Jan 7, 2019 9:05:28 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,1680,341,Line 9,a = a - b,182,Line 25,"SET(a, GET(a) - GET(b))",233,Line 16,for(i=0;i< size-1;i++),140,Line 48,return task_array_loop_incr,790,Line 15,c = 32,291,Line 31,"SET(c, 32)",229,Neither agree or disagree,Strongly agree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly disagree,360,none,5 years,more than 5 years,none,Below average,Above average,Average,Average,Average,Average,Average,Scala,Man,36,138,
142,2019-01-07 07:41:01,"Jan 7, 2019 8:53:20 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,2814,172,Line 9,a=a-b;,41,Line 25,"SET(a, GET(a) - GET(b));",96,Line 16,for (i = 0; i < size - 1; i++),178,Line 48,return task_array_loop_incr;,479,Line 15,c = 32;,186,Line 31,"SET(c, 32);",77,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Neither agree or disagree,169,4 years,2 years,more than 5 years,2 years,Average,Above average,Average,Average,Average,Slightly below average,Slightly below average,JavaScript,Man,27,96,
152,2019-01-07 09:37:58,"Jan 7, 2019 10:12:24 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,122,131,Line 9,a = a - b;,165,Line 25,"SET(a, GET(a) - GET(b));",178,Line 19,"swap(arr[j], arr[j+1]);",338,Line 5,ENTRY_TASK(bubblesort_task_init);,539,Line 15,c = a;,99,Line 31,"SET(temperature_reading, a);",296,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,107,none,1 year,1 year,none,Slightly below average,Below average,Below average,Below average,Below average,Below average,Below average,C,Man,19,66,
157,2019-01-07 10:11:47,"Jan 7, 2019 10:40:48 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,312,190,Line 9,a = a - b;,41,Line 25,"SET(a, GET(a)-GET(b))",105,Line 16,for ( i =0; i< size-1; i++),132,Line 48,return task_array_loop_incr;,233,Line 15,c = a;,60,Line 31,"SET(c, GET(a));",368,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Agree,Disagree,207,none,more than 5 years,more than 5 years,none,Slightly above average,Slightly above average,Below average,Below average,Slightly below average,Below average,Below average,Java,Man,33,68,7100004
162,2019-01-07 10:18:51,"Jan 7, 2019 10:41:23 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,5,27,Line 1,a = a - b;,173,Line 27,return task3;,101,Line 16,for (i = 0; i < size-i; j++ {,113,Line 64,return tas_array_loop_inner_incr;,333,Line 17,c= temperature_reading * b / a;,185,Line 36,"SET(c , get(temperature_reading) * GET(b) / GET(a));",262,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,93,none,4 years,more than 5 years,3 years,Average,Slightly above average,Slightly above average,Slightly below average,Average,Slightly below average,Slightly below average,Other,Man,36,40,7100005
164,2019-01-07 10:19:07,"Jan 7, 2019 10:37:01 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,10,181,Line 9,a = a - b;,90,Line 25,"SET(a, GET(a) - GET(b));",105,Line 16,for (i =0; i < size-1; i++) {,135,Line 56,"SET(arr[j-1], tmp);",171,Line 15,c = a;,107,Line 31,"SET(c, GET(a));",81,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,109,1 year,2 years,more than 5 years,1 year,Average,Slightly above average,Slightly above average,Below average,Average,Below average,Below average,Other,Man,40,58,7100002
166,2019-01-07 10:19:09,"Jan 7, 2019 10:28:03 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,27,50,Line 9,a2 = b-a;,36,Line 27,return task3;,58,Line 10,*X = tmp;,41,Line 20,"SET(arr, 10);",93,Line 14,if (expired(temperature_reading)),58,Line 22,if (expired{GET{temperature_reading))),49,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,66,none,3 years,1 year,none,Below average,Average,Below average,Below average,Below average,Below average,Below average,Other,Man,28,36,7100001
167,2019-01-07 10:18:17,"Jan 7, 2019 10:28:13 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,88,102,Line 9,a= b -a;,37,Line 25,),35,Line 22,},31,Line 55,)),19,Line 17,C = temperature_reading * + a ;,86,Line 14,"SER(c,0.of);",59,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree or disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Neither agree or disagree,Agree,Agree,Agree,Strongly agree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Strongly agree,72,4 years,5 years,3 years,4 years,Slightly above average,Slightly above average,Average,Above average,Above average,Slightly above average,Slightly above average,Java,Man,28,37,7100000
169,2019-01-07 10:18:08,"Jan 7, 2019 10:55:11 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,116,161,Line 9,a = a - b;,73,Line 25,"SET(a, GET(a) - GET(b));",109,Line 16,for (i = 0; i < size-1; i++),384,Line 48,return task_array_loop_incr;,685,Line 15,c = a;,213,Line 31,"SET(c, GET(a));",145,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,195,1 year,3 years,3 years,1 year,Above average,Slightly above average,Average,Slightly below average,Average,Slightly below average,Slightly below average,Java,Man,23,81,7100007
170,2019-01-07 10:18:15,"Jan 7, 2019 10:45:18 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,134,299,Line 9,a = a - b;,102,Line 25,"SET (a, GET(a) - GET(b));",62,Line 16,for (i = 0; i < size - 1; i++),183,Line 41,if (GET(j) < GET(size) - GET(j)-1) {,390,Line 15,c = 32.0f;,173,Line 31,"SET(c, 32.0f);",94,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,121,none,none,more than 5 years,none,Average,Slightly above average,Average,Slightly below average,Slightly below average,Slightly below average,Slightly below average,Other,Man,42,53,7100006
176,2019-01-07 10:24:19,"Jan 7, 2019 10:38:00 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,22,63,Line 6,"int a =3, b = 3;",56,Line 14,return task1;,69,Line 24,int main(),42,Line 42,if (GET(arr[i] > GET(arr[arr[i+1])) {,222,Line 15,(a+b)= temperature_reading;,82,Line 15,"SET (temperature_reading, read_temperature());",109,Disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,88,4 years,1 year,1 year,2 years,Slightly below average,Slightly below average,Slightly above average,Slightly above average,Slightly above average,Slightly above average,Slightly above average,Python,Man,31,51,7100003
179,2019-01-07 10:17:51,"Jan 7, 2019 11:04:31 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,447,259,Line 9,a = a - b;,38,Line 25,"SET(a, GET(a) - GET(b));",394,Line 16,for (i=0; i < size-1; i++),105,Line 48,return task_array_loop_incr;,928,Line 15,c = 32;,163,Line 31,"SET(c, GET(a));",109,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Strongly agree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,200,none,none,4 years,none,Average,Slightly above average,Below average,Below average,Below average,Below average,Below average,JavaScript,Man,21,128,7100010
190,2019-01-07 10:32:32,"Jan 7, 2019 11:03:36 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,107,207,Line 9,a = a - b;,76,Line 25,"SET(a, GET(a) - GET(b));",125,Line 16,for (i=0; i< size-1; i++),155,Line 54,"SET(tmp, GET(arr[j]));",560,Line 15,c=a;,188,Line 31,"SET(c, GET(a));",103,Disagree,Disagree,Neither agree or disagree,Disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Agree,Agree,179,none,2 years,1 year,none,Average,Average,Slightly above average,Average,Average,Average,Slightly above average,Shell Script,Man,28,128,7100009
194,2019-01-07 10:36:35,"Jan 7, 2019 11:02:05 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,13,15,Line 9,a=b+a;,238,Line 27,return task4,52,Line 1,#include< checkpoint.h>,133,Line 1,#include< task.h>,424,Line 4,@expired_after =( 5 seconds),206,Line 1,#include< task.h>,290,Agree,Strongly agree,Strongly agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly agree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,103,3 years,2 years,4 years,3 years,Average,Slightly above average,Slightly below average,Average,Slightly above average,Slightly above average,Average,C++,Woman,23,37,7100008
204,2019-01-07 10:47:49,"Jan 7, 2019 11:13:12 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,52,203,Line 9,a=a-b;,71,Line 25,"set(a,GET(a)-GET(b));",79,Line 16,for(i=0;i< size-1;i++),146,Line 47,"//set(j,0);",49,Line 15,c=a;,244,Line 31,"set(c,a);",173,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,162,1 year,5 years,more than 5 years,1 year,Slightly above average,Above average,Average,Slightly below average,Average,Slightly below average,Slightly below average,Java,Woman,30,102,7100012
209,2019-01-07 10:55:14,"Jan 7, 2019 11:10:10 am",Complete,,,,English,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,Anonymized,68,197,Line 11,"return a,b;",55,Line 25,"SET(a, GET(a) - GET(b))",152,Line 16,for (i=0; i< size-1; i++),60,Line 7,jk,14,Line 15,c=a;,60,Line 15,n,125,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,111,1 year,4 years,4 years,1 year,Average,Average,Below average,Below average,Average,Below average,Below average,Python,Man,29,45,7100011
